Text,Sentiment (POS/NEG/NEU)
900 ki kurtis bata kar sath 500 tax lain gay,Negative
chalo laga lyty chkr,Neutral
Tu ye kurta show nahi hur,Negative
Sale kb hogi dresses pai,Neutral
kaadi walo ka kapra bohat halka hogaya ha,Negative
Shukar hay inclusive tax keh dia,Positive
Yh waly clrz blkl b nae hn in 2000,Negative
2000 ky suit per txt kitna hoga?,Neutral
ye konsa material ha?,Neutral
Please modal change kare,Negative
Itne km prices,Positive
fazool men mehnga dress h,Negative
tu tmhe kn keh rha k lo yeah,Neutral
hadh krdi waise mein heran hoi hn,Neutral
kis cheez pr heran hoi hn,Neutral
Bera garaq kar diya hai website ka,Negative
Mat loo bilkul acha nh lgyga tm par,Negative
pesy zaya krogi,Negative
inhi peson k tm mjhy gol gappy hi khila dyna,Neutral
Mjy dresses ki new range ka notification show nhe hta,Negative
Yellow mn 13 to 14 dastiyab ha?,Neutral
Ya capra bazar main har jagha parha hy lay kay har koi kud shirt bana day kya paisy waste karne,Negative
Inka kpro ma White trousers bht in Han,Positive
Plz price kam karain,Negative
shayad un kay liyae hay bhi nahi.,Neutral
Puri vedio tou bna lete,Neutral
"bhai nahi karna available, yeh sab khatam kardegi",Negative
khobsorat logon ko b chahey,Positive
ap ka liya free ha,Positive
Mari skin oily ha,Neutral
Kahn sy mily gi,Neutral
Khaadi py tu ni ha,Negative
Ye face py kia kam karta hai,Neutral
Winter sale kb hoge?,Neutral
hathi ke dant khaney ke or dikhaney ki ooooooorrrr,Negative
Price Sath hi mention kr dia kerain,Neutral
"Konsy heeray lgy howay hn, qeemat bohat ziada ha",Negative
stuff bhot acha hota ha...,Positive
herry ni chaiye cstmrs ko,Negative
Mein khadi he leti hn stuff ka na btao ap mjhy,Negative
tu kis k liye like krta hy?,Neutral
Daikh Pic main likhay tou hain,Neutral
han baad mein dekhe,Neutral
Kia khadi ki shope per txt alag se pay karna parta ae?,Neutral
400 ya 500tak hota hai.,Neutral
ap ko pory kapro mn dkh k acha lga,Positive
Gul ahmad ki bhi yehi model ha...bohat achi ha,Positive
En shirts ki price Kia ha?,Neutral
Kuch to decent looking ho..bekar,Negative
Khaddi models ujri ujri q lgti hain,Negative
akhir kaar kh e dea ap ny inhyn,Neutral
models ko to dekh k vomit honay ko atty h,Negative
mai ne sahi kaha tha,Positive
colors me itna farq kyun ha..web pe kuch or hota ha or stores pe kuch or,Negative
aj menay 2 suits khaadi se khareeday...bohat zabardast quality ha,Positive
plz muja Khaadi k dress online mangwne k tariqa btyee,Neutral
aap Un ki site pe ja k order Karen easily ho Jay ga,Neutral
"mat puchen khaadi waly aik shirt py 500,600 tex ly raye hn.",Negative
tex walon ko notice le k price fix krni chaea.,Positive
tex walon ko notice le k price fix krni chaea.,Neutral
ye shawl is k sath hy ?,Neutral
Sir vacancy ha ap k pas,Neutral
khaadi number 1 brand,Positive
apko b shamil kr lia,Neutral
mehrbani pyari behna,Positive
Khaddar k ellawa or kon c veraity hy?,Neutral
purchase kiye hy tum ny...?,Neutral
mzak kr rhe hn,Positive
is dres ky sth dupta ha?,Neutral
Order kesy krna ha?,Neutral
ap log price kyun nai likhtay,Negative
Model ko bukhaar he,Negative
Is bechari ko lgta ha zaberdasti khara Kia hua ha,Neutral
price na mention kerna bilkul unprofessional reguler customers k liye,Negative
Price b sath hi mention kr dia krainnnnnn,Negative
Models bemaar Colours bekaar,Negative
ab itny saray ly lye apse ab new collection arahi,Positive
or kitnay saloon tak aik he print pehnay gay...bekar,Negative
mehfil loot le apne ,Positive
colors kis size man dastiyab ha,Neutral
sale main he ya?,Neutral
chaker lagay tu mery liay daikhna ye suit,Neutral
Mjy aap ki bedsheets bht pasnad hain,Positive
Wahe ghisy pity prints.,Negative
humary beech kuch itny masoom awam hy Jo Brand k chaker ma dhara dhar yahe design bar bar khareed rahe hyn.,Negative
g bilkul mre sath b asa hoa he,Neutral
 Kaaash k is kurte k sath ye shoes b free hote,Neutral
Hum say nhi diye jatay tax,Negative
shop kahan py hai aap k?,Neutral
Online dhooka dety ha online price kuch r thy jb order Mela to kuch r thy,Negative
Online body mist deliver krty hen kia ap?,Neutral
Phir to bilkul hi nahi aaiy gi sardi,Neutral
In kapray bananay waloon ko kon samjhaiy,Negative
Sale k nam py fraud,Negative
Fasool print,Negative
Kon sa kapra ha or prize KIA ha ap log laga to daytay Han lakin prize qu nahi likhtay,Negative
Stuff bhi mention kia kry to asani rhy gi,Neutral
Offer khtam ho ge kia?,Neutral
shujar ha kuch khari daron k bara m b socha kisi na.,Positive
mje b mze ki lgi,Positive
Y shirt kytny k hy?,Neutral
kaadi k staff se mujhay bohat mayoosi hui,Negative
Kya order pr tax k.sat sat delivery charges b customer na he pay krna ha?,Neutral
tax lagaya hua ha apny de govt ne pakistani brands py to tax nai lagaya hua in khadi valon koi b tax pay na kry,Negative
Or y to ache bht nae new par pahly of nae ta hum ny purchase kar ley to ab is par be of laga dea,Negative
is se buri sale or brand kahin nai dekhi,Negative
abi mujhay apna order mila ha bohat achi quality ha or colors bhi achay hain,Positive
jo lena do lena!,Neutral
le lo phr a bhi jaye ga!,Neutral
Sab jhot h .. me ko gai thi khaddi py koi idr 50% discount py ni h .. or kh dety hn 50 percent waly sale hu gy hn .. ab sirf 20 or 30 percent of waly reh gy hn,Negative
upr link diya hua wahan check krlen price,Neutral
upr link diya hua wahan check krlen price,Negative
Mujhe b nhi mila,Negative
her dres py Tax ? sale ka kia faida,Negative
Is suot ki parice btein pless online magwa sakty hien batein plez,Neutral
ye chor han bohat bara fraud han in ko koi pochnay wala hy,Negative
50% kse b chez py ni thi; 20% or 30% thi.,Negative
Lawn ki sale kab lagaoge?,Neutral
Han yar ajeeb 200 tax had hogyi,Negative
Details kia ha is sout ke?,Neutral
Ye purchase Karna h,Neutral
Ye dress hm ny lena ha ap ki faisalabad outlet sy us ka whatsapp number dy dain faisalabad outlet ka price bh,Neutral
sath tax price ketany hai?,Neutral
Sale taxes ziada hay is ki waja say discount pora nhi hay,Negative
kya 3 piece suits 700 tk k hain?,Neutral
asli hy ya replica?,Neutral
Ye lawn me hai ya karndi?,Neutral
Tax itna zaida koi faida nai sale ka,Negative
Dear khaddi Yeh tax exclusive wala mazaq acha nahi laga,Negative
brands k kapray sale ma lainay ka b faida ni......ab tax b dena paray ga....uffff,Negative
Ye sale sirf lafzo ka haar pheer hai aur kuch nahi.,Negative
Main aj hi li hon 3 piece embroided 2475 rupees ka 30 percent discount pr orignal price 3100 thi,Positive
Kahan sey liya yeh aap nay???,Neutral
5 star chorangi say thorra agay khaddi ki outlet hai whan say. Hyderi market say phlay,Neutral
Yea Show nhe horahaaaa,Negative
website py mera wala dress discount py hy mjhe without discount dia sale py,Negative
Good jcd aur jaffarabad k log phly sukkur jaty thy suzuki ka acha qadam h service centre ki tamam sohliut hongi na is m,Positive
Gujranwala may b lgana chahay,Neutral
Multan mai kb ho ga ?,Neutral
Allah tala Pak Suzuki company ko tarkki de ameen,Positive
Ye kon c jaga p inaqad kiya gaya h?,Neutral
Karachi me kon c jaga he?,Neutral
lahore mein kab hoo gah.?,Neutral
Kya koi tafsel sy smjha skta hay mehrbani ho gi?,Neutral
bhai carry bolan hai mere pass exchange with mehran ho sakti hai,Neutral
Multan mein kb hoga???,Neutral
phir kia socha,Neutral
yaha gari bhi sell hoti ha?,Neutral
Sir jis k pass suzuki gari ya baik ni hy wo kesy hisa leain,Neutral
Aply ki koi last date ha?,Neutral
Peshawar mai kab hoga,Neutral
Acha ho gaya ab hamen multan jaany ki zrorat ni hai,Positive
Sharm tum ko MGR nhi ati,Negative
Price kiya koi baty ga,Neutral
weagonar achy h boht,Positive
Dekhain Car ek hai aur Muqabila tuff hai,Neutral
bakwas gari ha,Negative
bohat achi gari ha,Positive
24 mahenay ka procedure kia ha?,Neutral
kis showroom pe visit kar saktay hain malomat k liye,Neutral
2w instalment par hy hi nahi kisi bhe suzuki showroom par 0 markup to door ki bat hy,Negative
Kya suzuki abbottabad motors ma b ya program ha,Neutral
Mery pass bolan cary hi 2017,Neutral
Mehran 91 tabdeel hosakti hai kia,Neutral
Suzuki mehran 2006 exchange ho jay gi??,Neutral
Jeeeo g good luck Bhi Alto mehran hai ap ky pas 800 cc,Positive
suzuki behtreen choice,Positive
Zabardasat kya bat hai,Positive
mujhay is ka hissa banay ki bohat khushi ha,Positive
Mursil bhai yaha sari garian apki range se bahar ki hai,Negative
haan iska wait 1 haftay se kraha hu subha jaraha hu dua kro miljae udhr range mein,Positive
dilwa raha ha kia..?,Neutral
bheek mangnay ki aadat nahi gai tumhari,Negative
chl be khuwari hai,Negative
Jis nay b jeeta usy mubarak,Positive
Allah Pak hum ko b Ata kary,Positive
Bahi jan main khud Pakistani hon ap ki tarha,Neutral
booking main kuch early delivery option mille gaa?,Neutral
ye to dealer hi bta skty h,Neutral
SERVICE WALOON BARI MEHARBANI APKI APNA BRAND BAND KAR DO.,Negative
Kynke is trha ki third class quality banane se behtar he k tum log isko band hi kar do,Negative
kamse kam apna staff educate rakho jisko thori tameez ho customer se kin wordings me bat karni he.,Negative
Mene last Thursday ko apni beti k lia shoes lye or within one week uska strip toot gya,Negative
apke staff ka attitude battamizon wala tha.,Negative
Jis trha apne apni quality ko bakwas thirdclass poor useless to kar dya he isi trha apne staff bhi uneducated rude battamiz stupid rkha hwa he.,Negative
worstexperience bad quality thirdclass useless highprice lowquality bakwastareenquality gandiquality,Negative
ghatiya products hain in k pass abhi 2 hafte pehly laya tha 1 slipper sb taraf sy khul bhi gai or leather bhi ghatiya nikla.,Negative
Servis shoes ki jhang fawara chock wali branch ka manager nihayat hi batamiz hay.os ney na he hamari complain suni balkeh batamizi b kee,Negative
bht hi ghatiya products hain inki,Negative
shoes 1 month bad hi damage ho jate hain or woh log claim b nahi kar k de rhe...,Negative
Aap apne store pe shoes behtar rahken plz,Negative
service ki products se bilkul mutmaeen hon me,Positive
menay apne father k liye shoes liye thay lekin us ka sole 10 din me he toot gaya,Negative
Actor paise Lekar ad karte hain quality nahi Dekhte,Negative
"Na quality achi hai, na staff prha likha hai handle nhi krna ata customers ko, me to life me kabhi shopping nhi krungi ab servis se",Negative
Azha Sheikha aisa nhi hai kuch un experiance hotay hn but sb aisay nhi hotay servis is best,Positive
Hum kal aap k servis k shop par gay johar waha prs 700 hai bol wo 1000 rahai hai aur dau 1200 mai rahai hai koi tu had hoti hai basharmi ki,Negative
Plz bura nahe many servis he lay ti ho hamaysha say boath achay ho tay hai life time chalnay walay,Positive
Hum ne aap ki complain apni team tak pohancha di hai. Shukriya humein ruju karne ke liyai!,Neutral
Mary pass raseed majood ha,Neutral
zabardast collection mujhay bohat pasand ai,Positive
me service pichlay 15 salon se use kar raha hoon lekin ab kabhi nai karonga bohat ghatiya quality ha,Negative
design or quality bohat achi ha me 5 star donga rating,Positive
chal yar servis chalein,Neutral
Servis wali eid ki shirt bnwa lo,Neutral
Koi farq nhn parna,Negative
sub mana rahay hain eid,Positive
kia hal ha apka??,Neutral
Hum apki kese madad kar saktay hain?,Neutral
YE LINK OPEN NAHI HO RAHA,Negative
"Fazool, jhoote",Negative
"main rawalpindi main checj kiy hen ,,yeh waly design market main nahi hen,,,",Negative
Kaisay mana rahay hain ap azaadi ka jashan,Neutral
Servis ki bare shop kha pe ha,Neutral
sialkot cantt ka winner kon hai?,Neutral
ye offer kab tak ha?,Neutral
Eid sale KB lagae gi,Neutral
bacho k mamlay me ap bohat he acha karty hain,Positive
Yeh joggers to 1150 k liye hain main nay,Neutral
Sir school shoes ki price kiya hai pls replay.,Neutral
Joota pehen lo or naachiye bn jao...ye kaam to km se km nai hota jooton ka,Negative
Bisma Noor btao mene q tag kia tmhen?,Neutral
Kia barand hai yarrr,Positive
Eid hai adhuri Servis ke baghair.Toh ayein aur apni Eid ko banayen ServisWaliEid!,Positive
Eid pey tensions hoti hain hazar,Negative
Kya hai apka irada?,Neutral
Ye hy kon pta karo iskaaa,Neutral
mera to pakka irada hai.,Positive
smjh rha h na tu kya bolna cha rha hu m?,Neutral
ab tk dekh rha tha m,Neutral
Ab to bus srf servis ka nam he rah gya he baki quality to third class ho gae he servis ke.,Negative
Insha ALLAH kal sham,Positive
Aap kab aa rahay hain?,Neutral
Jazzy yeh colors nae bata rhhyyyyyy,Negative
Yar dekhe na aese possible nai ha ke ap bolo utha k dal do aese bich me dalna me muskil hojati ha hamare liye,Negative
Main tyar hoon,Positive
ok ayngy zaror,Positive
Kya apki Eid ki tiyaari poori hai,Neutral
Khair Mubarak aapko bhi hamari tarf se Eid Mubarak,Positive
"Bhula ke saray kaam, khushi manao poori shaam.",Positive
Eid ki khushiyan hojaein double jab ho family aur Servis ka saath,Positive
12 no ka hy kya?,Neutral
Is per bi sell hai?,Neutral
Article Kia ha us ka?,Neutral
ye jootay kis brach se milengay faisalabad me?,Neutral
"Workload ho jitna bhi,shoes main raho comfortable pura din",Positive
is main dark brown ki kia price hai?,Neutral
behtreen,Positive
Door ho ya paas har nazar rukay aap pey,Positive
Kya sab aapko dekh rahay hain?,Neutral
log toh dekhein ge hi.,Neutral
jo jootay sale per thay kia un ki qeemat dobara barh gai ha?,Neutral
Colors or style jo banay har kisi ki pasand,Positive
8 ya 9 saal kay bacho kay liay haiN?,Neutral
yeh shoe bachon ke liye hain,Neutral
Har dost ki hai zidd,Negative
Kitni jaldi guess kar saktay hain ap?,Neutral
hum mazarat khuwa hain,Positive
Humari team is pe kaam kar rahi hai.,Neutral
Jab bhi shuru hogi apko update hum zaroor karein ge.,Positive
Sardi ab ziada door nahi,Neutral
Kya apki nazar door dekh pati hai?,Neutral
Nai Collection hai itni zabardast,Positive
Ndure k shoes purchase kiye thy 1 month may colour kaharab o gy..dil tor dia zaalim,Negative
humari abhi online service dastiyaab nahi hain. Please humare store pe visit kijiye.,Neutral
Online bhi honi chahye apki service,Neutral
Kia Ye Sports shoes he?,Neutral
Jee bikul. Jald apne kareebi store visit ki jiye.,Neutral
Naushahro Feroze city me AAP ka Registrar display center he ?,Neutral
or ktny color hain,Neutral
Un 2 color ka pic bhi send kar sakty ho?,Neutral
Har koi bas apko hi dekhay ga,Positive
is mein brown colour hai..?,Neutral
bahria town mein koi shop / outlet bhi hai plz address?,Neutral
Boht achay.,Positive
Humari nai collection ne kardia hai sabko deewana.,Positive
Mianwali mein to ye hen e ni sub gandy articles hen,Negative
bohat purani customer service ha,Neutral
Shikarpur sindh me sale ap bolty ho ap k works amal nhi karty,Negative
"Aoa,kb se kb tk? Dates?",Neutral
Starting or end date kia hy,Neutral
bachon k  school shoes per lagi hy,Neutral
New pay b ha ya purany py lgai ha,Neutral
saray stock lekhaa hai bhai,Neutral
nai yaar sub pay ho gee per 50 percent kesi keai pay ho ge,Positive
Bhai teri man lety han flat 50 pay gay thy woh inhon ne alehda rak me lga k rakhy thy,Neutral
bhai Flat nai laginn gay kabi be Flat 30 to laga lainn gay per Flat 50 ni,Negative
me flat py gay thy agy sy naya khwab dikha diya,Negative
jo service ke apni products hon ge bus un pay sale ho ge yah shop ma other brands b rakhh kay bethaa hain un pay ni sale hoti,Negative
yr Ndure b inki apni hi ha,Neutral
Matlb Ndure k lene gay thy un me kuch pay lgai thi kuch pay ni thi,Neutral
Yar ndure ke quality boht ache ha.,Positive
Sale kab lagay g,Neutral
Bohaat Ala,Positive
Wo items kon se hai,Neutral
attock main woi porani or ghati pece he hn koi new ni hn,Negative
Or branch wala discount nai dy rha sara poorana stock bahir rakha howa,Negative
sb hamary sath to esa kbhi nhi hua,Neutral
ktny dino tk k liye ha?,Neutral
"Aj jin stock ki email ai kay hide krdo ,woh hide krdia gaya hai , kal sa full flat 30%",Negative
Bakwas brand 2 din mein jouta phat jata hai,Negative
Suna h aj kal salmno se bhari nainsafi hu rhi h salri bilkul kam de rhi h,Negative
Ap sales man ki bat kr rahe hain tou managers ki kon sa 50000 salary hai .,Negative
